1063
176	0	140
150	0	0
177	0	17
53	1	178
53	1	72
53	1	179
53	1	82
53	1	54
53	1	55
53	1	93
53	1	94
53	1	95
53	1	52
180	0	25
88	0	1
170	0	131
89	1	86
89	1	87
89	1	181
89	1	85
59	1	56
59	1	130
59	1	182
59	1	58
59	1	61
160	0	42
183	0	17
129	1	184
185	0	40
176	0	40
186	0	104
187	0	17
188	1	27
39	0	39
98	0	146
145	1	3
145	1	189
81	0	17
159	0	1
190	0	1
191	0	140
192	1	94
192	1	95
192	1	72
193	0	44
182	1	59
182	1	130
182	1	60
182	1	136
182	1	58
194	0	195
196	0	44
197	0	47
160	1	86
160	1	198
160	1	199
160	1	181
160	1	159
160	1	87
31	1	32
31	1	28
86	0	172
200	0	38
99	1	98
99	1	100
201	0	140
120	0	195
39	0	40
59	0	25
187	0	44
133	1	11
133	1	9
183	1	202
77	0	17
3	0	47
181	0	1
95	1	53
95	1	93
95	1	94
95	1	72
95	1	192
203	0	163
155	0	17
14	1	8
14	1	36
14	1	10
14	1	15
101	1	98
101	1	60
15	0	0
109	0	141
190	0	0
137	1	134
137	1	136
36	1	123
36	1	10
36	1	35
36	1	121
36	1	34
36	1	14
204	1	205
206	0	131
207	0	25
168	1	208
168	1	209
168	1	210
5	1	46
5	1	6
5	1	111
5	1	49
5	1	158
5	1	4
5	1	50
5	1	2
211	0	195
122	0	104
15	1	152
15	1	12
15	1	14
15	1	8
23	0	44
212	0	75
148	0	131
213	0	25
12	1	150
12	1	153
12	1	152
12	1	13
12	1	8
12	1	15
55	0	22
162	1	46
162	1	203
162	1	214
162	1	50
162	1	158
162	1	173
162	1	157
162	1	20
203	0	47
24	1	127
215	1	122
215	1	198
215	1	216
215	1	115
215	1	117
32	1	217
32	1	218
32	1	153
32	1	28
32	1	31
32	1	13
130	1	59
130	1	182
130	1	60
130	1	61
179	0	17
77	0	22
153	1	150
153	1	32
153	1	12
153	1	13
153	1	217
87	1	88
87	1	198
87	1	199
87	1	160
87	1	181
87	1	85
87	1	122
87	1	89
48	0	131
182	0	92
110	1	109
110	1	108
110	1	107
101	0	25
219	0	185
158	1	156
158	1	119
158	1	7
158	1	6
158	1	203
158	1	162
158	1	50
158	1	5
158	1	157
220	0	25
201	0	40
67	1	63
67	1	26
67	1	154
67	1	210
67	1	70
67	1	221
135	0	47
117	0	1
161	0	140
64	1	222
64	1	109
64	1	65
64	1	62
223	0	42
55	1	53
55	1	52
55	1	178
133	0	224
19	1	30
19	1	9
19	1	18
225	0	131
60	0	124
32	0	0
94	0	22
188	0	185
178	1	53
178	1	82
178	1	55
92	0	25
109	1	108
109	1	64
109	1	107
109	1	110
109	1	222
12	0	0
95	0	17
37	0	47
195	0	17
226	0	42
7	1	3
7	1	132
7	1	135
7	1	6
7	1	158
7	1	2
7	1	136
227	1	221
227	1	209
228	1	151
228	1	74
144	0	44
50	1	158
50	1	5
50	1	46
50	1	49
50	1	162
229	0	39
230	1	194
230	1	231
230	1	16
22	0	17
232	0	75
231	1	16
231	1	233
231	1	230
231	1	174
212	0	47
134	0	75
234	0	141
66	0	38
156	0	47
94	1	53
94	1	93
94	1	95
94	1	192
94	1	179
95	0	22
56	0	146
78	0	44
177	0	44
145	0	38
235	0	25
236	0	140
82	0	17
216	1	237
216	1	122
216	1	198
216	1	215
19	0	1
89	0	1
238	0	22
200	1	129
123	0	104
6	0	47
175	0	75
76	0	17
79	1	60
79	1	136
119	0	75
239	0	40
88	0	104
240	0	185
241	0	75
181	1	86
181	1	87
181	1	160
181	1	89
126	0	40
128	0	25
242	1	194
46	0	141
243	0	47
244	0	1
245	0	42
166	0	17
122	1	123
122	1	88
122	1	215
122	1	198
122	1	216
122	1	115
122	1	121
122	1	237
122	1	87
241	0	47
246	0	140
217	0	1
222	1	108
222	1	64
222	1	109
222	1	65
115	1	123
115	1	113
115	1	112
115	1	215
115	1	122
115	1	117
236	0	40
206	0	40
119	1	158
191	0	40
247	0	17
238	0	17
213	1	60
213	1	180
213	1	248
125	0	44
247	0	44
14	0	0
66	0	47
203	1	157
203	1	158
203	1	162
9	0	224
150	1	152
150	1	12
150	1	153
249	0	17
250	0	17
199	0	42
147	0	47
61	1	59
61	1	56
61	1	130
61	1	60
199	1	198
199	1	160
199	1	87
217	0	0
156	0	163
153	0	1
237	1	122
237	1	198
237	1	216
240	0	40
94	0	17
202	0	44
104	0	1
117	1	112
117	1	198
117	1	115
117	1	116
117	1	215
198	0	1
251	0	25
252	0	195
43	0	17
139	0	40
26	1	63
26	1	56
26	1	58
26	1	57
26	1	97
26	1	253
26	1	67
2	0	197
248	0	73
65	0	47
68	0	1
141	0	47
225	0	40
208	0	1
135	0	75
46	1	149
46	1	254
46	1	162
46	1	111
46	1	5
46	1	50
227	0	25
19	0	224
165	1	84
165	1	70
129	0	75
155	1	81
155	1	233
214	1	20
214	1	162
233	1	231
233	1	155
233	1	174
56	0	25
101	0	146
123	1	10
123	1	113
123	1	115
123	1	121
123	1	122
123	1	36
55	0	17
112	0	1
154	1	67
154	1	70
67	0	138
229	0	40
97	0	138
109	0	47
125	1	76
213	0	73
127	0	25
255	0	25
113	0	1
207	0	73
66	1	63
66	1	189
66	1	108
66	1	65
66	1	62
49	0	163
256	0	25
86	1	171
86	1	181
86	1	85
86	1	159
86	1	160
86	1	89
257	0	140
211	0	17
80	0	124
63	0	25
137	0	75
194	1	242
194	1	230
5	0	163
258	0	17
128	1	127
128	1	180
128	1	100
128	1	248
259	0	140
116	1	112
116	1	114
116	1	117
117	0	42
20	0	47
228	0	75
169	0	44
198	1	87
198	1	216
198	1	160
198	1	215
198	1	117
198	1	237
198	1	122
198	1	199
168	0	25
137	0	47
244	0	42
181	0	42
51	0	40
16	0	33
64	0	47
260	0	44
64	0	141
10	1	123
10	1	11
10	1	115
10	1	8
10	1	36
10	1	14
59	0	92
29	0	0
70	1	69
70	1	165
70	1	154
70	1	210
70	1	84
70	1	67
70	1	83
243	0	141
97	1	63
97	1	251
97	1	26
97	1	136
97	1	253
85	0	1
72	1	53
72	1	95
72	1	77
72	1	54
72	1	192
261	0	17
60	0	25
105	0	75
179	1	53
179	1	94
4	0	47
3	1	189
3	1	132
3	1	7
3	1	145
3	1	2
3	1	4
3	1	136
194	0	17
57	1	56
57	1	98
57	1	60
57	1	26
253	1	63
253	1	251
253	1	26
253	1	97
188	0	40
262	0	40
140	0	40
24	0	73
123	0	1
98	0	25
263	0	39
135	1	7
135	1	132
135	1	136
135	1	134
264	0	185
50	0	163
114	1	41
114	1	116
114	1	112
34	0	1
182	0	25
256	0	138
235	0	124
198	0	42
91	0	44
160	0	1
255	0	146
58	1	182
58	1	56
58	1	26
58	1	59
111	1	46
111	1	5
111	1	107
111	1	4
186	0	1
63	0	138
204	0	25
234	0	47
202	0	17
204	0	124
10	0	1
253	0	138
57	0	146
265	0	17
15	0	1
65	1	222
65	1	108
65	1	64
65	1	62
65	1	66
266	0	44
79	0	124
200	0	47
142	0	17
12	0	1
199	0	1
108	1	189
108	1	222
108	1	109
108	1	110
108	1	65
108	1	107
108	1	4
108	1	66
136	1	3
136	1	251
136	1	137
136	1	74
136	1	7
136	1	151
136	1	135
136	1	97
136	1	79
136	1	205
136	1	132
136	1	60
136	1	182
136	1	134
205	1	60
205	1	136
205	1	204
61	0	25
174	0	33
221	1	63
221	1	227
221	1	209
221	1	67
221	1	210
50	0	47
45	0	39
218	0	1
174	1	231
174	1	233
267	1	27
260	0	17
224	0	1
163	0	47
262	0	140
158	0	163
251	1	63
251	1	97
251	1	253
251	1	136
265	0	44
220	0	73
151	1	228
151	1	74
151	1	136
252	0	17
228	0	47
248	1	128
248	1	213
248	1	60
248	1	180
248	1	100
63	1	251
63	1	26
63	1	97
63	1	253
63	1	62
63	1	221
63	1	67
63	1	66
132	1	3
132	1	7
132	1	134
132	1	135
132	1	136
54	1	53
54	1	268
54	1	52
54	1	72
54	1	77
219	0	40
208	1	113
208	1	209
208	1	11
14	0	1
162	0	47
60	1	56
60	1	130
60	1	90
60	1	102
60	1	100
60	1	57
60	1	61
60	1	98
60	1	79
60	1	205
60	1	213
60	1	167
60	1	248
60	1	182
60	1	136
192	0	22
57	0	25
196	0	17
253	0	25
210	1	221
210	1	209
210	1	67
210	1	70
259	0	40
205	0	25
81	1	268
81	1	155
158	0	47
157	1	156
157	1	158
157	1	203
157	1	162
250	0	44
268	1	81
268	1	54
249	0	44
122	0	1
118	0	17
218	0	0
106	0	42
84	1	165
84	1	83
84	1	70
257	0	40
245	0	1
202	1	183
61	0	92
266	0	17
151	0	47
179	0	22
113	1	123
113	1	10
113	1	11
113	1	41
113	1	208
113	1	112
113	1	115
86	0	1
149	0	47
113	0	224
152	1	150
152	1	12
152	1	15
246	0	40
85	0	172
261	0	44
16	1	231
16	1	230
88	1	122
88	1	87
88	1	85
88	1	121
143	0	40
205	0	124
29	0	1
112	0	42
218	1	32
218	1	217
100	1	98
100	1	128
100	1	60
100	1	99
100	1	248
192	0	17
4	1	3
4	1	189
4	1	108
4	1	111
4	1	5
4	1	107
4	1	2
37	0	141
264	0	40
227	0	138
20	1	214
20	1	18
20	1	37
20	1	243
20	1	162
209	1	208
209	1	227
209	1	210
209	1	221
11	1	9
11	1	10
11	1	208
11	1	113
11	1	8
11	1	133
20	0	141
102	0	146
239	0	185
73	0	25
248	0	25
223	0	1
74	1	228
74	1	151
74	1	136
82	1	53
82	1	178
154	0	25
2	0	47
208	0	224
132	0	38
180	1	128
180	1	213
180	1	248
193	0	17
217	1	32
217	1	218
217	1	153
184	1	129
152	0	1
27	1	127
27	1	267
27	1	188
159	0	172
269	0	17
189	1	3
189	1	4
189	1	145
189	1	108
189	1	66
251	0	138
134	0	47
71	0	17
183	0	44
232	0	47
52	0	22
127	0	73
146	0	25
254	1	46
270	0	17
100	0	25
153	0	0
270	0	195
243	1	20
84	0	138
10	0	104
149	0	141
226	0	1
180	0	73
269	0	44
258	0	44
263	0	40
